Price,Close,High,Low,Open,Volume,Return_1d,Return_5d,Return_10d,Return_20d,Log_Return,SMA_10,SMA_20,SMA_50,SMA_200,EMA_10,EMA_20,EMA_50,SMA_10_20_Cross,SMA_20_50_Cross,Price_to_SMA20,Price_to_SMA50,Volatility_10d,Volatility_20d,BB_Mid,BB_Upper,BB_Lower,BB_Width,BB_Pct,ATR_14,RSI_14,RSI_7,MACD,MACD_Signal,MACD_Hist,Stoch_K,Stoch_D,Williams_R,ROC_10,ROC_20,Volume_SMA_20,Volume_Ratio,OBV,High_Low_Range,Body_Size,Gap,Target,Target_Return,Ticker
2015-10-16,41.22762680053711,41.25366207294161,40.6982914789368,40.80242263774524,26450300.0,0.010635751168102558,0.008490766133197436,0.04257134365315052,0.09268591506034785,0.010579589430537157,40.770320129394534,39.51509475708008,38.87146255493165,38.538084468841554,40.503341767177126,39.85807442710927,39.251750987492805,1,1,1.0433386799142166,1.0606142421905485,0.14941546363342162,0.15911819685323733,39.51509475708008,42.22623654092407,36.803952973236086,0.1372205634586376,0.815832254451281,0.7586761360908595,86.63168207407665,65.77738613646493,0.7318456158888438,0.5761950700252062,0.15565054586363758,99.33179259560076,89.45819869170585,-0.6682074018326952,4.257134365315052,9.268591506034785,28204870.0,0.9377919486953848,-405798000.0,0.013470835871580433,0.010313573586203413,0.00021248497958241462,1,0.002315413032063063,MSFT
2015-10-19,41.32308578491211,41.54870717971895,40.80242662966124,41.149531629738426,29387600.0,0.002315413032063063,0.013191430775035373,0.021230848855916085,0.079573695616318,0.0023127365938855927,40.85622863769531,39.66738777160644,38.892049407958986,38.54586149215698,40.65238613403803,39.99759931832859,39.332979803077876,1,1,1.0417395272620094,1.0625072839811736,0.10630590707032077,0.1548145275424628,39.66738777160644,42.427499303190565,36.90727624002232,0.13916275745083398,0.7999331719677656,0.779750509330075,86.53825164828127,54.97011527118071,0.7550922925227255,0.6119745145247101,0.1431177779980154,93.83881970169674,93.78897233258017,-6.161180295572501,2.1230848855916085,7.9573695616318,28365390.0,1.03603722705734,-376410400.0,0.018059652029427917,0.004199932117292439,-0.001894243662787439,1,0.0031503058499626757,MSFT
2015-10-20,41.45326614379883,41.48797764853948,40.80244032613241,41.16690119509538,30802200.0,0.0031503058499626757,0.018767662125455997,0.021818689590387574,0.08815500237523599,0.0031453540335869444,40.94474296569824,39.83530101776123,38.90506736755371,38.55611782073974,40.79800068126726,40.13623425408766,39.41612828702772,1,1,1.040616365000385,1.065497863097656,0.10641619126404174,0.15149632745838998,39.83530101776123,42.60124387013508,37.069358165387385,0.1388689319124565,0.7924798545004268,0.7754110424326797,84.75227802596805,71.71112752577118,0.7750852183148993,0.644596655282748,0.13048856303215128,97.33693168439933,96.83584799389894,-2.6630683128103927,2.1818689590387574,8.8155002375236,28501205.0,1.080733253208066,-345608200.0,0.01653759489129223,0.006908139583261507,-0.0037795964858403225,0,-0.011932205885397895,MSFT
2015-10-21,40.95863723754883,41.64417453401901,40.880538009972845,41.58342774788554,25144300.0,-0.011932205885397895,0.011139992888063777,0.008547288735576197,0.0759062206305674,-0.012003966063442997,40.979454803466794,39.97978458404541,38.92405494689942,38.56679262161255,40.8272073278639,40.21455834775063,39.47661883410698,1,1,1.0244836900370404,1.0522705636251157,0.1281744329583614,0.1613678220715776,39.97978458404541,42.65772660162386,37.301842566466966,0.1339648047351972,0.682762107446328,0.7679731087395106,74.57289640710962,55.050786474469184,0.7424587349661493,0.6641690712194283,0.07828966374672108,80.58965847047527,90.58846995219045,-19.41034152669333,0.8547288735576197,7.59062206305674,28901160.0,0.8700100618798692,-370752500.0,0.01864409012480765,0.015254182084064365,0.0031399601574261062,1,0.017584793455117653,MSFT
2015-10-22,41.67888641357422,42.47723451165975,40.86318587251139,41.24500251316967,56637100.0,0.017584793455117653,0.02169772910343326,0.012223349192861388,0.09382882386373259,0.017431969953461926,41.02978515625,40.158545684814456,38.951757812500006,38.57860235214233,40.98205807072032,40.35401816354336,39.562982268595896,1,1,1.03785846082904,1.0700129789829165,0.13928112274518523,0.16815092786804484,40.158545684814456,42.78601328039072,37.53107808923819,0.1308547185048991,0.7893167419684805,0.7809895700619701,73.92976905237057,71.1112485765263,0.765891381883371,0.6845135333522169,0.08137784853115415,71.69237234036584,83.20632083174681,-28.307627656088393,1.2223349192861388,9.382882386373259,30337735.0,1.8668862392001249,-314115400.0,0.0387258100692127,0.010410160581047472,0.006991572350417945,1,0.10076982427943948,MSFT
2015-10-23,45.87886047363281,46.92018199213865,45.34084562467491,45.38423333163977,135227100.0,0.10076982427943948,0.11281837044850485,0.12226705098070911,0.20323150290136316,0.0960097752843653,41.529619216918945,40.54600353240967,39.063632659912116,38.60562881469727,41.87238578034077,40.880193621647116,39.81066376683264,1,1,1.1315260809110428,1.174464773234329,0.48908958226392213,0.36491288107652115,40.54600353240967,44.052249460817464,37.03975760400188,0.17295149326394857,1.2604795912939317,1.073550626150713,84.97739669031056,92.22371219811403,1.1105628521293482,0.7697233971076431,0.3408394550217051,85.22165093273414,79.16789391452507,-14.778349065846667,12.226705098070912,20.323150290136315,35629860.0,3.7953306580491755,-178888300.0,0.034424053935938635,0.010781155784749958,0.08890225332073105,1,0.026102223787606293,MSFT
2015-10-26,47.07640075683594,47.13714423492628,45.55780718403478,45.58383915742456,64633300.0,0.026102223787606293,0.1392276221062001,0.15425566442022198,0.25317663339869934,0.025767375106761792,42.158752059936525,41.021540832519534,39.194802856445314,38.64034387588501,42.818570321521705,41.470308586903194,40.09559462918571,1,1,1.147601962321134,1.2010878311917457,0.487113946974586,0.35769377829110827,41.021540832519534,45.31685669053288,36.72622497450619,0.2094175777331243,1.2048212662894686,1.1268564264886578,86.83681655028917,93.1980825452729,1.4634788944051706,0.9084744965671487,0.5550043978380219,99.16368464167428,85.35923597159142,-0.8363153569489081,15.425566442022198,25.317663339869934,37480835.0,1.7244359684089214,-114255000.0,0.03354838147141418,0.03170509162586394,-0.006430441235082588,0,-0.010322672864862215,MSFT
2015-10-27,46.59044647216797,47.180528771100825,46.49499480610121,46.85077942955151,50999900.0,-0.010322672864862215,0.12392703413401929,0.1450205169643124,0.2359584036356388,-0.0103763211676704,42.74883499145508,41.46627292633057,39.31073684692383,38.675138034820556,43.50436598527557,41.957940766452225,40.350294701459525,1,1,1.1235744904043115,1.185183748999449,0.4964007591273076,0.36500467635802936,41.46627292633057,46.137184317691194,36.79536153496994,0.22528725451930623,1.0485196695569021,1.0890465290278664,82.22624122033561,86.61134545634353,1.6845366610078116,1.0636869294552813,0.6208497315525303,91.35960016073153,91.91497857837999,-8.640399837804187,14.50205169643124,23.59584036356388,38392650.0,1.3283766554275362,-165254900.0,0.014714045837898027,0.005587689689538741,-0.004792663068058933,1,0.005401277907243873,MSFT
2015-10-28,46.84209442138672,46.84209442138672,45.8701956410218,46.46027787095388,47000800.0,0.005401277907243873,0.14364387051540461,0.156384055099424,0.21961172058939638,0.0053867433191384295,43.38230590820312,41.888008499145506,39.42719131469727,38.712211017608645,44.11122570093214,42.423098257398365,40.60487508263314,1,1,1.1182697888905908,1.1880657196072042,0.48877379420107125,0.3641403961040165,41.888008499145506,46.90625193070583,36.869765067585185,0.23960286541971512,0.9936075730288795,1.0952447593627568,81.60678978655496,86.89090577258074,1.8586075491839438,1.222671053401014,0.6359364957829299,95.04440633699824,95.18923037980136,-4.955593661537483,15.638405509942398,21.96117205893964,38994745.0,1.2053111258965792,-118254100.0,0.020748405731430674,0.008151141727311653,-0.002793890401798303,0,-0.011485601790449551,MSFT
2015-10-29,46.30408477783203,46.71193665414742,46.18259783006261,46.46028322789873,30202100.0,-0.011485601790449551,0.11097221548489955,0.13507778965793205,0.1961444974845008,-0.011552070762268328,43.93333892822265,42.267657089233396,39.54434005737305,38.748294849395755,44.50992735127757,42.79271602124919,40.828373502052706,1,1,1.095496840056148,1.1709408909252648,0.5053811464568149,0.3720361910673701,42.267657089233396,47.42098095074963,37.11433322771716,0.24384241835958834,0.8916334192327493,1.103921792061991,79.45342262207168,80.74807293824027,1.9308890136630623,1.3643146454534236,0.5665743682096387,87.16649092534485,91.19016580769153,-12.833509073190875,13.507778965793204,19.61444974845008,39071955.0,0.7729866601248901,-148456200.0,0.011431795415557592,0.0033733190239293156,-0.008151027365541262,0,-0.013493362929916763,MSFT
2015-10-30,45.67928695678711,46.85077522917071,45.66193120716616,46.269369202816456,46619800.0,-0.013493362929916763,-0.004350010326878095,0.10797759904511417,0.15514569417405633,-0.01358522564541068,44.37850494384766,42.5744125366211,39.66548042297364,38.78329582214356,44.72253818864294,43.067627538919474,41.01860540223837,1,1,1.072928179983583,1.1516131021151168,0.5224502981628373,0.3772589664042517,42.5744125366211,47.775312243520005,37.37351282972219,0.24432044493510122,0.7984939717302612,1.1510298444595182,75.13367191497721,79.43718968094977,1.9156739358506627,1.4745865035328714,0.44108743231779135,77.93365548266353,86.7148509150022,-22.0663445158666,10.797759904511416,15.514569417405632,39310995.0,1.185922666165026,-195076000.0,0.026025888344737062,0.012917939077892533,-0.0007497302923087896,1,0.01139800565382365,MSFT
2015-11-02,46.1999397277832,46.30407089317941,45.661921534317685,45.86150764727294,30285000.0,0.01139800565382365,-0.01861784280365708,0.11801766132024283,0.14175412530597753,0.01133353779490771,44.866190338134764,42.86120948791504,39.841984405517586,38.81766836166382,44.9911566503048,43.36594298547792,41.221794983632286,1,1,1.0778963141674651,1.1595792834401373,0.520570356864942,0.3730357610086936,42.86120948791504,48.202804141241415,37.519614834588666,0.24925076623572498,0.8125218644013948,1.1615671411312658,77.11354555633775,78.91225232791072,1.9234558032184026,1.5643603634699776,0.35909543974842495,85.58658874657776,83.5622450515287,-14.413411251952358,11.801766132024284,14.175412530597754,39106780.0,0.7744181443729194,-164791000.0,0.013899354904905943,0.00732537926465613,0.003989131674892596,1,0.0170923431247052,MSFT
